functional.response.block,vol.cm3,footprint.cm2,temp.C,time.d,predator,predmass.g,prey,preymass.g,mass.ratio,prey.density,prey.eaten,prey.alive
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,2,1,1
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,4,0,4
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,4,1,3
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,4,1,3
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,6,2,4
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,6,0,6
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,6,0,6
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,10,2,8
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,10,0,10
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,10,0,10
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,15,2,13
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,15,1,14
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,15,0,15
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,25,1,24
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,25,3,22
18,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.059,28.37288136,25,2,23
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,2,0,2
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,2,1,1
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,2,2,0
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,4,0,4
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,4,0,4
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,4,0,4
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,6,0,6
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,6,1,5
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,6,0,6
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,10,2,8
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,10,0,10
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,10,2,8
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,15,4,11
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,15,1,14
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,15,2,13
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,25,3,22
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,25,6,19
19,11225.1,905.25,12.3,1,Actinia equina,1.674,Echinogammarus marinus,0.007742,216.2231981,25,4,21
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,2,0,2
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,2,0,2
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,2,0,2
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,4,0,4
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,4,0,4
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,4,0,4
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,6,1,5
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,6,0,6
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,6,0,6
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,10,0,10
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,10,0,10
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,10,0,10
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,15,1,14
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,15,0,15
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,15,1,14
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,25,1,24
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,25,0,25
20,11225.1,905.25,12,1,Actinia equina,0.1582349,Echinogammarus marinus,0.059,2.681947458,25,1,24
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,2,0,2
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,2,1,1
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,2,1,1
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,4,1,3
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,4,1,3
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,4,0,4
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,6,4,2
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,6,0,6
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,6,1,5
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,10,0,10
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,10,1,9
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,10,1,9
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,15,1,14
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,15,1,14
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,15,1,14
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,25,6,19
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,25,1,24
21,11225.1,905.25,11.9,1,Actinia equina,8.99,Echinogammarus marinus,0.059,152.3728814,25,3,22
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,2,0,2
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,2,0,2
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,2,1,1
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,4,0,4
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,4,1,3
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,4,0,4
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,6,0,6
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,6,0,6
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,6,1,5
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,10,0,10
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,10,1,9
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,10,1,9
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,15,0,15
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,15,2,13
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,25,2,23
22,11225.1,905.25,11.9,1,Actinia equina,0.1582349,Echinogammarus marinus,0.007742,20.43850426,25,2,23
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,2,0,2
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,2,0,2
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,2,2,0
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,4,2,2
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,4,1,3
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,4,1,3
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,6,1,5
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,6,5,1
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,6,0,6
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,10,1,9
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,10,3,7
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,10,1,9
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,15,3,12
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,15,2,13
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,15,5,10
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,25,5,20
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,25,4,21
22,11225.1,905.25,12.1,1,Actinia equina,8.99,Echinogammarus marinus,0.007742,1161.198657,25,3,22
23,134926.1,4190,15.22,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,6,0,0
23,134926.1,4190,15.22,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,6,6,0
23,134926.1,4190,15.015,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,1,0,1
23,134926.1,4190,15.015,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,2,0,2
23,134926.1,4190,15.015,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,3,0,3
23,134926.1,4190,15.015,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,4,2,2
23,134926.1,4190,15.015,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,6,0,6
23,134926.1,4190,15.015,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,6,4,2
23,134926.1,4190,13.1,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,1,1,0
23,134926.1,4190,13.1,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,2,1,1
23,134926.1,4190,13.1,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,3,1,2
23,134926.1,4190,13.1,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,4,1,3
23,134926.1,4190,13.1,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,5,1,4
23,134926.1,4190,13.1,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,6,3,3
23,134926.1,4190,13.22,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,1,1,0
23,134926.1,4190,13.22,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,2,1,1
23,134926.1,4190,13.22,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,3,2,1
23,134926.1,4190,13.22,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,4,3,1
23,134926.1,4190,13.22,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,5,3,2
23,134926.1,4190,13.22,2.75,Marthasterias glacialis,547.885,Mytilus edulis,13.665,40.09403586,6,3,3
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,1,0,1
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,2,1,1
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,3,2,1
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,4,4,0
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,1,0,1
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,2,1,1
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,3,3,0
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,4,2,2
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,1,1,0
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,2,1,1
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,3,3,0
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,4,1,3
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,1,0,1
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,2,2,0
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,3,2,1
24,31524,1970.25,15.021,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,4,2,2
24,31524,1970.25,15.22,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,1,0,1
24,31524,1970.25,15.22,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,2,1,1
24,31524,1970.25,15.22,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,3,3,0
24,31524,1970.25,15.22,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,4,3,1
24,31524,1970.25,15.22,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,6,1,5
24,31524,1970.25,15.22,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,6,4,2
24,31524,1970.25,15.22,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,6,0,6
24,31524,1970.25,15.22,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,6,4,2
24,31524,1970.25,15.22,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,6,4,2
24,31524,1970.25,15.22,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,6,0,6
24,31524,1970.25,15.22,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,1,1,0
24,31524,1970.25,15.22,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,2,0,2
24,31524,1970.25,15.22,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,3,1,2
24,31524,1970.25,15.22,2.75,Asterias rubens,98.72,Mytilus edulis,5.70375,17.30791146,4,2,2
25,11225.1,905.25,15.021,2.75,Asterias rubens,38.834,Mytilus edulis,5.70375,6.808503178,1,1,0
25,11225.1,905.25,15.021,2.75,Asterias rubens,38.834,Mytilus edulis,5.70375,6.808503178,2,0,2
25,11225.1,905.25,15.021,2.75,Asterias rubens,38.834,Mytilus edulis,5.70375,6.808503178,3,1,2
25,11225.1,905.25,15.021,2.75,Asterias rubens,38.834,Mytilus edulis,5.70375,6.808503178,4,0,4
25,11225.1,905.25,15.021,2.75,Asterias rubens,38.834,Mytilus edulis,5.70375,6.808503178,1,1,0
25,11225.1,905.25,15.021,2.75,Asterias rubens,38.834,Mytilus edulis,5.70375,6.808503178,2,1,1
25,11225.1,905.25,15.021,2.75,Asterias rubens,38.834,Mytilus edulis,5.70375,6.808503178,3,3,0
25,11225.1,905.25,15.021,2.75,Asterias rubens,38.834,Mytilus edulis,5.70375,6.808503178,4,2,2
25,11225.1,905.25,15.021,2.75,Asterias rubens,38.834,Mytilus edulis,5.70375,6.808503178,1,1,0
25,11225.1,905.25,15.021,2.75,Asterias rubens,38.834,Mytilus edulis,5.70375,6.808503178,2,0,2
25,11225.1,905.25,15.22,2.75,Asterias rubens,39.834,Mytilus edulis,5.70375,6.98382643,3,1,2
25,11225.1,905.25,15.22,2.75,Asterias rubens,40.834,Mytilus edulis,5.70375,7.159149682,4,0,4
25,11225.1,905.25,15.22,2.75,Asterias rubens,41.834,Mytilus edulis,5.70375,7.334472934,1,0,1
25,11225.1,905.25,15.22,2.75,Asterias rubens,42.834,Mytilus edulis,5.70375,7.509796187,2,1,1
25,11225.1,905.25,15.22,2.75,Asterias rubens,43.834,Mytilus edulis,5.70375,7.685119439,3,1,2
25,11225.1,905.25,15.22,2.75,Asterias rubens,44.834,Mytilus edulis,5.70375,7.860442691,4,3,1
25,11225.1,905.25,15.22,2.75,Asterias rubens,45.834,Mytilus edulis,5.70375,8.035765943,1,1,0
25,11225.1,905.25,15.22,2.75,Asterias rubens,46.834,Mytilus edulis,5.70375,8.211089196,2,0,2
25,11225.1,905.25,15.22,2.75,Asterias rubens,47.834,Mytilus edulis,5.70375,8.386412448,3,2,1
25,11225.1,905.25,15.22,2.75,Asterias rubens,48.834,Mytilus edulis,5.70375,8.5617357,4,1,3
26,31524,1970.25,15.22,2.75,Asterias rubens,160.28,Mytilus edulis,5.70375,28.10081087,1,0,1
26,31524,1970.25,15.22,2.75,Asterias rubens,160.28,Mytilus edulis,5.70375,28.10081087,2,2,0
26,31524,1970.25,15.22,2.75,Asterias rubens,160.28,Mytilus edulis,5.70375,28.10081087,3,3,0
26,31524,1970.25,15.22,2.75,Asterias rubens,160.28,Mytilus edulis,5.70375,28.10081087,4,4,0
26,31524,1970.25,15.22,2.75,Asterias rubens,160.28,Mytilus edulis,5.70375,28.10081087,1,1,0
26,31524,1970.25,15.22,2.75,Asterias rubens,160.28,Mytilus edulis,5.70375,28.10081087,4,2,2
26,31524,1970.25,15.22,2.75,Asterias rubens,160.28,Mytilus edulis,5.70375,28.10081087,1,1,0
26,31524,1970.25,15.22,2.75,Asterias rubens,160.28,Mytilus edulis,5.70375,28.10081087,2,2,0
26,31524,1970.25,15.22,2.75,Asterias rubens,160.28,Mytilus edulis,5.70375,28.10081087,3,2,1
26,31524,1970.25,15.22,2.75,Asterias rubens,160.28,Mytilus edulis,5.70375,28.10081087,4,2,2
26,31524,1970.25,15.22,2.75,Asterias rubens,160.28,Mytilus edulis,5.70375,28.10081087,6,5,1
26,31524,1970.25,15.22,2.75,Asterias rubens,161.28,Mytilus edulis,5.70375,28.27613412,6,6,0
26,31524,1970.25,15.33,2.75,Asterias rubens,162.28,Mytilus edulis,5.70375,28.45145737,8,5,3
26,31524,1970.25,15.33,2.75,Asterias rubens,163.28,Mytilus edulis,5.70375,28.62678063,8,4,4
26,31524,1970.25,15.33,2.75,Asterias rubens,163.28,Mytilus edulis,5.70375,28.62678063,2,0,2
26,31524,1970.25,15.33,2.75,Asterias rubens,163.28,Mytilus edulis,5.70375,28.62678063,3,0,3
26,31524,1970.25,15.33,2.75,Asterias rubens,163.28,Mytilus edulis,5.70375,28.62678063,4,3,1
26,31524,1970.25,15.33,2.75,Asterias rubens,163.28,Mytilus edulis,5.70375,28.62678063,6,2,4
26,31524,1970.25,15.33,2.75,Asterias rubens,163.28,Mytilus edulis,5.70375,28.62678063,6,0,6
26,31524,1970.25,15.33,2.75,Asterias rubens,163.28,Mytilus edulis,5.70375,28.62678063,1,1,0
26,31524,1970.25,15.33,2.75,Asterias rubens,163.28,Mytilus edulis,5.70375,28.62678063,2,2,0
26,31524,1970.25,15.33,2.75,Asterias rubens,163.28,Mytilus edulis,5.70375,28.62678063,3,0,3
26,31524,1970.25,15.33,2.75,Asterias rubens,163.28,Mytilus edulis,5.70375,28.62678063,4,0,4
26,31524,1970.25,15.33,2.75,Asterias rubens,163.28,Mytilus edulis,5.70375,28.62678063,6,3,3
27,11225.1,905.25,13.1,2.75,Asterias rubens,44.834,Mytilus edulis,14.54,3.08349381,1,0,1
27,11225.1,905.25,13.1,2.75,Asterias rubens,44.834,Mytilus edulis,14.54,3.08349381,2,0,2
27,11225.1,905.25,13.1,2.75,Asterias rubens,44.834,Mytilus edulis,14.54,3.08349381,3,0,3
27,11225.1,905.25,13.1,2.75,Asterias rubens,44.834,Mytilus edulis,14.54,3.08349381,4,0,4
27,11225.1,905.25,13.1,2.75,Asterias rubens,44.834,Mytilus edulis,14.54,3.08349381,1,0,1
27,11225.1,905.25,13.1,2.75,Asterias rubens,44.834,Mytilus edulis,14.54,3.08349381,2,0,2
27,11225.1,905.25,13.1,2.75,Asterias rubens,44.834,Mytilus edulis,14.54,3.08349381,3,0,3
27,11225.1,905.25,13.1,2.75,Asterias rubens,44.834,Mytilus edulis,14.54,3.08349381,4,0,4
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,2,1,1
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,4,1,3
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,8,4,4
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,12,12,0
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,16,0,16
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,2,2,0
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,4,0,4
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,8,3,5
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,12,4,8
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,16,6,10
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,2,2,0
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,4,3,1
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,8,4,4
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,12,6,6
28,31524,1970.25,13.1,2.75,Asterias rubens,98.72,Mytilus edulis,1.075865,91.75872438,16,6,10
29,31524,1970.25,15.2,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,2,2,0
29,31524,1970.25,15.2,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,4,4,0
29,31524,1970.25,15.2,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,6,0,6
29,31524,1970.25,15.2,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,12,0,12
29,31524,1970.25,15.2,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,16,5,11
29,31524,1970.25,15.2,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,20,1,19
29,31524,1970.25,15.2,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,2,2,0
29,31524,1970.25,15.2,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,4,0,4
29,31524,1970.25,15.2,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,8,8,0
29,31524,1970.25,15.2,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,12,0,12
29,31524,1970.25,15.2,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,16,6,10
29,31524,1970.25,15.2,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,20,4,16
29,31524,1970.25,13.1,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,20,13,7
29,31524,1970.25,13.1,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,16,10,6
29,31524,1970.25,13.1,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,12,11,1
29,31524,1970.25,13.1,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,8,7,1
29,31524,1970.25,13.1,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,4,4,0
29,31524,1970.25,13.1,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,2,2,0
29,31524,1970.25,13.1,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,20,0,20
29,31524,1970.25,13.1,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,16,9,7
29,31524,1970.25,13.1,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,12,5,7
29,31524,1970.25,13.1,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,8,8,0
29,31524,1970.25,13.1,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,4,4,0
29,31524,1970.25,13.1,0.75,Necora puber,157.3638095,Mytilus edulis,3.44,45.74529346,2,2,0
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,2,2,0
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,4,0,4
30,31524,1970.25,15.2,0.75,Necora puber,70.53388889,Mytilus edulis,4.44,15.88601101,8,0,8
